region_key,driver,unit,value,low,high,source_url,last_verified,basis,notes,status
us-va-northern,tax_abatement_years,years,9,9,24,https://www.vedp.org/incentive/data-center-retail-sales-use-tax-exemption,2023,modeled,"Virginia / Loudoun. INSTRUMENT: retail SALES AND USE TAX EXEMPTION on data center equipment (Va. Code Sec. 58.1-609.3(18)), not a property tax abatement. The exemption is not a fixed number of years: VEDP states it runs 'from the date of the data center's MOU through June 30, 2035', so the term is the remaining life of the program at the date the qualifying MOU is signed. An MOU executed in 2026 therefore yields ~9 years (value = 2035 sunset minus 2026), which is why basis is modeled rather than sourced. Thresholds (150M USD capex / 50 jobs at 150% of local average wage; 70M USD / 10 jobs in distressed localities from 1 Jul 2023) must generally be met within 3 years of the MOU. High end of 24 years = MOUs signed on or after 1 Jan 2023 that commit 100B USD capex and 2,500 jobs, which extend the exemption to 2050 (35B USD / 1,000 jobs extends to 2040). Cross-checked against the Virginia Dept of Taxation report to the General Assembly dated 2 Jan 2026 (https://rga.lis.virginia.gov/Published/2026/RD40/PDF), which reports 56 companies claiming the exemption in FY2025 but does not state a per-facility term.",filled
us-tx-dfw,tax_abatement_years,years,15,10,20,https://comptroller.texas.gov/taxes/data-centers/index.php,2026-02,sourced,"Texas / Dallas-Fort Worth. INSTRUMENT: state SALES AND USE TAX EXEMPTION on qualifying data center equipment, not a property tax abatement (local sales tax is still due for the standard program). Tex. Tax Code Sec. 151.359: 10 years from certification for 200-249M USD capex, 15 years for 250M USD+ capex within 5 years, plus 20 qualifying jobs and 100,000 sq ft in a single building. Tex. Tax Code Sec. 151.3595 'qualifying large data center project': 20 years, 500M USD capex, 40 jobs, 20 MW contracted, 250,000 sq ft, and it exempts state AND local sales tax. Comptroller page last updated 20 Feb 2026. OBSERVED TERMS (the only observed US term data): the Comptroller's registry at https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php was read for effective-to-end date spans. 5 facilities show full-term (non-revoked) spans: NADC 09/2013-09/2023 = 10 yr; LinkedIn Richardson 02/2014-02/2029 = 15 yr; State Farm Richardson 06/2015-06/2030 = 15 yr; Microsoft SAT09-SAT13 12/2015-12/2035 = 20 yr; Winner LLC 06/2015-06/2035 = 20 yr. Median = 15 years. Both DFW-market facilities in that set (LinkedIn Richardson, State Farm Richardson) are exactly 15 years, which is what this row records. Six further rows with end dates (Cedarvale, Cipher Black Pearl, Giga Texas, Hockley, Lonestar Taproot x2, TX11) show spans of 1 month to 4 years and were excluded as revocations/terminations, not scheduled expirations.",filled
us-az-phoenix,tax_abatement_years,years,10,10,20,https://www.ncsl.org/fiscal/subsidizing-servers-how-states-are-competing-to-attract-data-centers,2026-04,sourced,"Arizona / Phoenix. INSTRUMENT: transaction privilege (sales) and use TAX EXEMPTION on qualifying equipment under the Computer Data Center program, A.R.S. Sec. 41-1519 - an equipment tax exemption, not a property tax abatement. NCSL 50-state survey (updated 1 Apr 2026) records the term as 10 or 20 years depending on sustainability certification, with a 2033 program sunset. Confirmed on the Arizona Commerce Authority program page (https://www.azcommerce.com/incentives/computer-data-center-program/): 'up to 10 full calendar years following certification', extended to 'up to 20 full calendar years' for Sustainable Redevelopment Projects; capex 50M USD within 5 years in Maricopa/Pima counties, 25M USD elsewhere; ACA may accept certification applications only between 1 Sep 2013 and 31 Dec 2033. Value records the standard 10-year term because Phoenix sits in Maricopa County and most projects certify under the standard tier.",filled
us-ga-atlanta,tax_abatement_years,years,7,7,7,https://www.audits.ga.gov/ReportSearch/download/29072,2022-12,sourced,"Georgia / Atlanta. INSTRUMENT: state and local SALES AND USE TAX EXEMPTION on data center equipment (high-technology data center exemption, O.C.G.A. Sec. 48-8-3(68.1)) - an equipment exemption, not a property tax abatement. Georgia Dept of Audits and Accounts tax incentive evaluation (Dec 2022) states 'Data centers must meet the investment threshold within seven years of their exemption start date', which is the operative term of a certificate; thresholds are tiered by county population (25M USD under 30,000; 75M USD for 30,000-50,000; 250M USD over 50,000 - Fulton/DeKalb/Douglas etc. in the Atlanta market fall in the 250M USD tier). SUNSET: sources conflict and this matters. The 2022 audit says the exemption sunsets in 2033 (as extended by HB 1291, 2022); Alston and Bird, 12 Feb 2026 (https://www.alston.com/en/insights/publications/2026/02/georgia-sales-tax-exemptions-data-centers) states it 'is set to expire on December 31, 2031'; NCSL (1 Apr 2026) says 2032. Treat the sunset as 2031-2033 and note that five 2026 bills (SB 408, SB 410, SB 436, HB 559, HB 1012) would repeal, suspend or pause it.",filled
us-oh-columbus,tax_abatement_years,years,15,15,15,https://signalohio.org/ohio-data-centers-tax-breaks/,2025-07,sourced,"Ohio / Columbus. INSTRUMENT: SALES AND USE TAX EXEMPTION on data center equipment under Ohio Rev. Code Sec. 122.175, granted by agreement with the Ohio Tax Credit Authority - not a property tax abatement. The statute sets no maximum: 'The term of an agreement under this section shall be determined by the tax credit authority'; eligibility is 100M USD capital investment plus 1.5M USD annual payroll at the site. In practice the awarded term is 15 years: Signal Ohio (30 Jul 2025) reports that for Microsoft's New Albany facility, in the Columbus market, 'the state Tax Credit Authority gave the company a 100% sales tax exemption for 15 years'. NCSL (1 Apr 2026) describes Ohio's as up to 15 years. IMPORTANT CURRENT STATUS: Governor DeWine announced on 27 May 2026 that he directed the Tax Credit Authority to pause consideration of any NEW data center tax exemption requests (https://governor.ohio.gov/media/news-and-media/governor-dewine-announces-pause-of-data-center-tax-exemption); existing agreements are unaffected, so 15 years remains the term of an agreement already in force.",filled
us-il-chicago,tax_abatement_years,years,20,20,20,https://dceo.illinois.gov/expandrelocate/incentives/datacenters.html,2026-07,sourced,"Illinois / Chicago. INSTRUMENT: SALES TAX EXEMPTION certificate under the Illinois Data Centers Investment Program (20 ILCS 605/605-1025) covering state and local sales taxes on equipment, plus a construction-jobs income tax credit; there is also an optional local property tax abatement that a taxing district may grant separately. DCEO states the exemption is issued in '5-year increment certificates that are renewable' within a '20-year life span'; thresholds are 250M USD capex over 60 months and 20 new full-time jobs at 120% of county median wage, with a carbon-neutral or green-building certification required within 2 years. NCSL (1 Apr 2026) records 20 years with renewal every 5 years and no new certificates after 2029. CURRENT STATUS: the DCEO page states that per the Governor's directive DCEO 'will no longer process applications for the data center incentive program as of July 1, 2026', so the 20-year term applies to existing certificate holders, not to a new entrant.",filled
us-ut-salt-lake-city,tax_abatement_years,years,,,,https://le.utah.gov/xcode/Title59/Chapter12/C59-12-S104_2026010120251206.pdf,2026-01,,"Utah / Salt Lake City. NOT FOUND as a number, and this is a definitional gap rather than a research failure, so the value is left null rather than 0 (0 would wrongly read as 'no incentive available'). What I checked and what it says: NCSL's 50-state survey (1 Apr 2026) lists Utah's incentive as a sales tax exemption on machinery, equipment and repair parts for facilities of at least 150,000 sq ft under Utah Code Sec. 59-12-104, and records no term. The Utah Code text effective 1 Jan 2026 was read directly: the qualifying data center / web search portal establishment exemptions (subsections at 59-12-104) carry no term of years, no expiration and no sunset - they are permanent statutory exemptions claimed by any taxpayer that meets the size test, with no agreement and therefore no agreement term. Utah Admin. Code R865-19S-122 (amended 13 Dec 2018) likewise sets no term. I found no data-center-specific PROPERTY TAX abatement in Utah; county-level property tax relief is discretionary and generic. So there is no 'typical term in years' to record. Also searched: NCSL, Utah Code 59-12-104, Utah Admin Code R865-19S-122, SB 114 (2020) coverage. Separately note Gov. Cox's late-May 2026 executive order setting 'a Higher Bar for Data Center Development in Utah'.",gap
us-tx-san-antonio,tax_abatement_years,years,15,10,20,https://comptroller.texas.gov/taxes/data-centers/index.php,2026-02,sourced,"Texas / Bexar (San Antonio). Same statutes and same instrument as the DFW row: state SALES AND USE TAX EXEMPTION on equipment, not a property tax abatement. Tex. Tax Code Sec. 151.359 gives 10 years at 200-249M USD capex and 15 years at 250M USD+; Sec. 151.3595 gives 20 years (state and local sales tax) for a qualifying large data center project at 500M USD capex, 40 jobs, 20 MW and 250,000 sq ft. Comptroller page last updated 20 Feb 2026. OBSERVED TERMS from https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php: 5 facilities statewide have full-term (non-revoked) effective-to-end spans - 10 yr (NADC), 15 yr (LinkedIn Richardson), 15 yr (State Farm Richardson), 20 yr (Microsoft SAT09-SAT13), 20 yr (Winner LLC) - median 15 years, which is the value recorded. Market-specific caveat stated plainly: the only San Antonio facility in that set, Microsoft SAT09-SAT13 (12/15/2015 to 12/15/2035), runs 20 years because it is registered as a large data center project; San Antonio's other registered facilities (ALE60, ALE61, San Antonio Data Center II) are standard qualifying data centers with no end date posted yet. n = 5 facilities used statewide, 1 of them in the San Antonio market.",filled
us-or-portland,tax_abatement_years,years,5,3,15,https://www.hillsboro-oregon.gov/Home/Components/News/News/17404/4300,2026-05,sourced,"Oregon / Portland (Hillsboro, Washington County). Oregon has NO SALES TAX AT ALL, so 'no sales tax' is not an abatement and is not what this row measures. INSTRUMENT: local PROPERTY TAX ABATEMENT. Two instruments exist. (1) Enterprise zone: 100% property tax abatement on new qualified capital assets; the City of Hillsboro Q&A dated 8 May 2026 states 'Each application covers a period of 3 to 5 years. That is the maximum exemption period allowed.' Value 5 = the maximum standard enterprise-zone term, low 3 = the minimum. (2) Strategic Investment Program: a longer property tax abatement on assessed value above a taxable threshold for very large investments, documented at up to 15 years (https://www.stackinfra.com/wp-content/uploads/2021/02/Portland_Tax_Incentives_022421.pdf), which is the high bound; standalone data centers in Hillsboro are now negotiated through SIP. CURRENT STATUS: both are frozen. Oregon HB 4084 (passed March 2026) imposed a one-year statewide moratorium on new data center tax exemptions beginning 6 Jun 2026, and Hillsboro City Council approved a 180-day pause on new SIP agreements for standalone data centers on 21 Jul 2026 (https://hillsboronewstimes.com/2026/07/22/hillsboro-pauses-more-data-center-tax-breaks-to-close-potential-loophole/).",filled
us-ne-omaha,tax_abatement_years,years,0,0,0,https://nebraskalegislature.gov/laws/statutes.php?statute=77-2704.62,2026-07,sourced,"Nebraska / Omaha. Value is 0 because the data-center-specific instrument no longer exists. Neb. Rev. Stat. Sec. 77-2704.62, the data center sales and use tax exemption cited by NCSL's 1 Apr 2026 survey, now reads on the Nebraska Legislature's own statute page: 'Repealed. Laws 2026, LB901, Sec. 43.' operative 1 July 2026. The remaining route, the ImagiNE Nebraska Act (sales and use tax refunds, personal property tax exemptions, investment and wage credits), was closed to data centers by Governor Pillen's executive order signed 21 July 2026, which bars all new data center project applications from ImagiNE credits (https://nebraskaexaminer.com/2026/07/20/pillen-rescinds-imagine-act-tax-incentives-for-new-nebraska-data-centers/). What I checked: NCSL survey, Neb. Rev. Stat. 77-2704.62, ImagiNE Nebraska Act materials, Good Jobs First coverage of the repeal. Existing agreements signed before these dates are unaffected, but a new Omaha project has no data-center-specific term to record.",filled
us-ia-des-moines,tax_abatement_years,years,10,10,15,https://nyemaster.com/news/immediate-iowa-tax-law-changes-for-data/,2025-06,sourced,"Iowa / Des Moines. TWO DIFFERENT INSTRUMENTS, both sales and use tax exemptions, neither a property tax abatement. (1) Equipment: Iowa Code Sec. 423.3(95) exempts computers, equipment and related purchases for data centers meeting the investment threshold (200M USD for the full exemption; smaller partial-refund tiers at 1M and 10M USD) - this one is PERMANENT, with no term of years, tied to the investment threshold. (2) Electricity and fuel: H.F. 976, signed and effective 9 June 2025, put a clock on the energy exemption for the first time - indefinite for data centers already operating before 6 June 2025, 10 years for new or expanded facilities in cities with population over 30,000, and 15 years in cities of 30,000 or fewer. Des Moines has roughly 215,000 residents, so a new Des Moines-market facility gets the 10-year energy exemption, which is the value recorded; 15 is the rural high bound. NCSL (1 Apr 2026) corroborates '10-15 years beginning 2025' and notes the 30-new-job / 200M USD-in-6-years requirement and clawback if 80% of the investment threshold is missed.",filled
